Order_ID,Product_ID,Product_Category,Product_Price,User_Location,Return_Reason,return_probability
ORD00007854,PROD00007854,Toys,182.98,City24,Wrong item,0.9
ORD00007817,PROD00007817,Home,101.21,City87,Not as described,0.9
ORD00007732,PROD00007732,Clothing,414.56,City24,Changed mind,0.9
ORD00001113,PROD00001113,Electronics,154.56,City82,Not as described,0.9
ORD00006694,PROD00006694,Home,46.88,City88,Defective,0.9
ORD00002129,PROD00002129,Books,419.59,City83,Defective,0.9
ORD00001191,PROD00001191,Home,401.16,City88,Defective,0.9
ORD00004453,PROD00004453,Home,331.33,City15,Changed mind,0.9
ORD00008198,PROD00008198,Books,249.49,City71,Changed mind,0.9
ORD00006803,PROD00006803,Clothing,282.92,City18,Defective,0.9
ORD00008521,PROD00008521,Books,350.83,City34,Defective,0.9
ORD00004613,PROD00004613,Home,176.89,City9,Defective,0.9
ORD00004604,PROD00004604,Electronics,40.45,City14,Changed mind,0.9
ORD00006422,PROD00006422,Toys,236.87,City87,Wrong item,0.9
ORD00003522,PROD00003522,Electronics,183.93,City81,Defective,0.9
ORD00004673,PROD00004673,Toys,5.19,City44,Wrong item,0.9
ORD00004653,PROD00004653,Clothing,149.37,City74,Not as described,0.9
ORD00000335,PROD00000335,Clothing,45.39,City99,Defective,0.9
ORD00001015,PROD00001015,Toys,307.2,City46,Changed mind,0.9
ORD00006488,PROD00006488,Books,211.2,City12,Changed mind,0.9
ORD00004682,PROD00004682,Clothing,185.22,City70,Wrong item,0.9
ORD00008469,PROD00008469,Electronics,339.79,City95,Defective,0.9
ORD00004575,PROD00004575,Clothing,422.98,City55,Defective,0.9
ORD00003567,PROD00003567,Books,87.31,City38,Defective,0.9
ORD00008422,PROD00008422,Clothing,27.79,City59,Wrong item,0.9
ORD00006950,PROD00006950,Clothing,375.46,City28,Not as described,0.9
ORD00008130,PROD00008130,Home,77.62,City8,Wrong item,0.9
ORD00001945,PROD00001945,Clothing,392.86,City36,Changed mind,0.9
ORD00006927,PROD00006927,Electronics,25.1,City43,Changed mind,0.9
ORD00004406,PROD00004406,Toys,442.56,City37,Wrong item,0.9
ORD00004327,PROD00004327,Clothing,124.05,City74,Not as described,0.9
ORD00000224,PROD00000224,Home,170.03,City74,Defective,0.9
ORD00000219,PROD00000219,Clothing,393.44,City7,Not as described,0.9
ORD00009686,PROD00009686,Home,433.82,City75,Wrong item,0.9
ORD00001256,PROD00001256,Toys,284.52,City31,Wrong item,0.9
ORD00000757,PROD00000757,Toys,20.02,City78,Defective,0.9
ORD00005921,PROD00005921,Electronics,384.01,City46,Changed mind,0.9
ORD00005856,PROD00005856,Clothing,215.12,City99,Changed mind,0.9
ORD00006061,PROD00006061,Toys,457.37,City49,Defective,0.9
ORD00005924,PROD00005924,Home,199.4,City40,Changed mind,0.9
ORD00009487,PROD00009487,Clothing,260.39,City51,Defective,0.9
ORD00004814,PROD00004814,Books,273.4,City75,Wrong item,0.9
ORD00000674,PROD00000674,Electronics,479.34,City12,Wrong item,0.9
ORD00008878,PROD00008878,Books,37.18,City1,Wrong item,0.9
ORD00000710,PROD00000710,Books,6.99,City37,Wrong item,0.9
ORD00002873,PROD00002873,Clothing,403.1,City55,Wrong item,0.9
ORD00003367,PROD00003367,Home,277.82,City10,Changed mind,0.9
ORD00000425,PROD00000425,Home,222.67,City1,Wrong item,0.9
ORD00008954,PROD00008954,Home,466.63,City47,Wrong item,0.9
ORD00008945,PROD00008945,Clothing,175.11,City24,Wrong item,0.9
ORD00002681,PROD00002681,Toys,384.57,City68,Not as described,0.9
ORD00000826,PROD00000826,Electronics,397.49,City49,Not as described,0.9
ORD00008750,PROD00008750,Electronics,156.81,City40,Changed mind,0.9
ORD00002998,PROD00002998,Home,136.93,City92,Changed mind,0.9
ORD00005011,PROD00005011,Electronics,163.34,City33,Defective,0.9
ORD00005411,PROD00005411,Home,165.79,City64,Not as described,0.9
ORD00005014,PROD00005014,Clothing,137.22,City24,Defective,0.9
ORD00002895,PROD00002895,Clothing,271.44,City71,Defective,0.9
ORD00003152,PROD00003152,Toys,22.98,City82,Not as described,0.9
ORD00009208,PROD00009208,Clothing,367.88,City3,Defective,0.9
ORD00005226,PROD00005226,Books,477.59,City95,Wrong item,0.9
ORD00003059,PROD00003059,Electronics,278.29,City35,Wrong item,0.9
ORD00000565,PROD00000565,Clothing,272.58,City64,Defective,0.9
ORD00002993,PROD00002993,Clothing,368.99,City12,Wrong item,0.9
ORD00009128,PROD00009128,Clothing,36.6,City71,Changed mind,0.9
ORD00009299,PROD00009299,Books,212.87,City23,Not as described,0.9
ORD00005046,PROD00005046,Clothing,33.39,City70,Defective,0.9
ORD00005045,PROD00005045,Electronics,355.37,City38,Defective,0.9
ORD00003179,PROD00003179,Books,68.68,City37,Changed mind,0.9
ORD00005066,PROD00005066,Home,99.51,City50,Defective,0.9
ORD00000099,PROD00000099,Books,46.61,City12,Wrong item,0.9
ORD00000083,PROD00000083,Electronics,52.19,City100,Not as described,0.9
ORD00003916,PROD00003916,Home,401.18,City8,Defective,0.9
ORD00000001,PROD00000001,Books,288.88,City85,Wrong item,0.9
ORD00004185,PROD00004185,Books,145.23,City26,Changed mind,0.89
ORD00004124,PROD00004124,Electronics,283.39,City71,Defective,0.89
ORD00009809,PROD00009809,Clothing,288.34,City48,Changed mind,0.89
ORD00000018,PROD00000018,Books,358.31,City43,Changed mind,0.89
ORD00005101,PROD00005101,Electronics,417.97,City36,Wrong item,0.89
ORD00005125,PROD00005125,Home,342.66,City71,Wrong item,0.89
ORD00007811,PROD00007811,Home,27.45,City67,Wrong item,0.89
ORD00005081,PROD00005081,Electronics,95.58,City75,Not as described,0.89
ORD00000496,PROD00000496,Home,234.79,City70,Wrong item,0.89
ORD00009287,PROD00009287,Toys,439.32,City50,Not as described,0.89
ORD00000589,PROD00000589,Clothing,322.96,City62,Changed mind,0.89
ORD00005419,PROD00005419,Home,379.3,City19,Defective,0.89
ORD00009153,PROD00009153,Toys,277.04,City43,Defective,0.89
ORD00002962,PROD00002962,Clothing,183.43,City80,Changed mind,0.89
ORD00001709,PROD00001709,Electronics,130.97,City48,Wrong item,0.89
ORD00001693,PROD00001693,Books,353.45,City7,Wrong item,0.89
ORD00003110,PROD00003110,Home,232.39,City81,Defective,0.89
ORD00005229,PROD00005229,Books,24.38,City53,Defective,0.89
ORD00003081,PROD00003081,Clothing,277.94,City61,Wrong item,0.89
ORD00003768,PROD00003768,Toys,241.77,City23,Defective,0.89
ORD00004252,PROD00004252,Toys,432.99,City51,Defective,0.89
ORD00000688,PROD00000688,Clothing,374.94,City44,Changed mind,0.89
ORD00000703,PROD00000703,Electronics,58.29,City67,Not as described,0.89
ORD00002786,PROD00002786,Home,188.35,City90,Defective,0.89
ORD00004966,PROD00004966,Clothing,269.63,City93,Not as described,0.89
ORD00004965,PROD00004965,Toys,293.78,City13,Wrong item,0.89
ORD00005456,PROD00005456,Home,218.17,City85,Defective,0.89
ORD00004986,PROD00004986,Home,153.6,City71,Wrong item,0.89
ORD00002850,PROD00002850,Clothing,342.24,City12,Wrong item,0.89
ORD00009073,PROD00009073,Electronics,499.18,City97,Changed mind,0.89
ORD00003707,PROD00003707,Clothing,29.25,City28,Not as described,0.89
ORD00000722,PROD00000722,Electronics,467.97,City20,Defective,0.89
ORD00009704,PROD00009704,Clothing,103.78,City79,Changed mind,0.89
ORD00009711,PROD00009711,Toys,305.12,City97,Changed mind,0.89
ORD00006943,PROD00006943,Toys,290.19,City51,Not as described,0.89
ORD00008028,PROD00008028,Toys,418.27,City87,Defective,0.89
ORD00008118,PROD00008118,Clothing,86.2,City10,Defective,0.89
ORD00005043,PROD00005043,Home,473.54,City74,Not as described,0.89
ORD00005463,PROD00005463,Electronics,240.9,City30,Defective,0.89
ORD00002898,PROD00002898,Electronics,16.36,City68,Defective,0.89
ORD00009369,PROD00009369,Books,181.64,City78,Not as described,0.89
ORD00004232,PROD00004232,Clothing,10.68,City58,Wrong item,0.89
ORD00005890,PROD00005890,Clothing,94.83,City76,Defective,0.89
ORD00005803,PROD00005803,Home,366.69,City34,Not as described,0.89
ORD00005821,PROD00005821,Books,436.42,City47,Changed mind,0.89
ORD00005752,PROD00005752,Electronics,273.1,City30,Not as described,0.89
ORD00002737,PROD00002737,Electronics,37.19,City15,Wrong item,0.89
ORD00000779,PROD00000779,Books,193.53,City50,Defective,0.89
ORD00008177,PROD00008177,Clothing,488.17,City19,Defective,0.89
ORD00006922,PROD00006922,Home,432.79,City74,Wrong item,0.89
ORD00001941,PROD00001941,Home,287.51,City80,Changed mind,0.89
ORD00006305,PROD00006305,Electronics,71.36,City28,Defective,0.89
ORD00006281,PROD00006281,Clothing,72.88,City87,Not as described,0.89
ORD00008551,PROD00008551,Home,126.59,City20,Not as described,0.89
ORD00004432,PROD00004432,Toys,352.75,City80,Not as described,0.89
ORD00002563,PROD00002563,Books,289.38,City79,Not as described,0.89
ORD00009655,PROD00009655,Clothing,245.37,City49,Defective,0.89
ORD00000238,PROD00000238,Toys,378.25,City73,Changed mind,0.89
ORD00006154,PROD00006154,Clothing,388.29,City38,Not as described,0.89
ORD00004862,PROD00004862,Clothing,19.98,City15,Not as described,0.89
ORD00009569,PROD00009569,Electronics,301.51,City50,Defective,0.89
ORD00003591,PROD00003591,Clothing,65.49,City62,Changed mind,0.89
ORD00002181,PROD00002181,Books,73.98,City74,Wrong item,0.89
ORD00001097,PROD00001097,Home,403.78,City62,Changed mind,0.89
ORD00006647,PROD00006647,Home,402.55,City81,Not as described,0.89
ORD00006681,PROD00006681,Electronics,438.44,City51,Not as described,0.89
ORD00001101,PROD00001101,Clothing,413.62,City48,Changed mind,0.89
ORD00001617,PROD00001617,Clothing,414.28,City3,Not as described,0.89
ORD00001607,PROD00001607,Clothing,379.39,City96,Wrong item,0.89
ORD00001445,PROD00001445,Home,108.41,City92,Wrong item,0.89
ORD00007442,PROD00007442,Home,481.41,City22,Wrong item,0.89
ORD00001659,PROD00001659,Electronics,417.02,City55,Wrong item,0.89
ORD00009838,PROD00009838,Home,373.3,City62,Changed mind,0.89
ORD00004102,PROD00004102,Electronics,28.79,City14,Defective,0.89
ORD00001500,PROD00001500,Books,5.6,City75,Defective,0.89
ORD00007552,PROD00007552,Books,168.12,City68,Defective,0.89
ORD00000007,PROD00000007,Electronics,306.39,City39,Not as described,0.89
ORD00004618,PROD00004618,Electronics,74.32,City26,Not as described,0.89
ORD00004485,PROD00004485,Clothing,207.83,City99,Not as described,0.89
ORD00008519,PROD00008519,Electronics,439.99,City18,Wrong item,0.89
ORD00006517,PROD00006517,Electronics,204.0,City44,Defective,0.89
ORD00008378,PROD00008378,Books,337.12,City6,Wrong item,0.89
ORD00006569,PROD00006569,Clothing,51.32,City31,Changed mind,0.89
ORD00008743,PROD00008743,Electronics,459.5,City8,Defective,0.89
ORD00000845,PROD00000845,Toys,399.72,City73,Wrong item,0.89
ORD00002680,PROD00002680,Clothing,6.3,City74,Defective,0.89
ORD00000829,PROD00000829,Clothing,432.09,City68,Changed mind,0.89
ORD00002664,PROD00002664,Electronics,122.37,City22,Not as described,0.89
ORD00000819,PROD00000819,Books,197.21,City16,Changed mind,0.89
ORD00008793,PROD00008793,Electronics,217.88,City78,Not as described,0.89
ORD00006738,PROD00006738,Clothing,197.25,City79,Wrong item,0.89
ORD00002090,PROD00002090,Home,248.85,City74,Changed mind,0.89
ORD00006697,PROD00006697,Electronics,5.56,City90,Wrong item,0.89
ORD00006339,PROD00006339,Toys,155.23,City97,Wrong item,0.89
ORD00004861,PROD00004861,Books,359.95,City34,Not as described,0.89
ORD00008646,PROD00008646,Electronics,97.12,City67,Not as described,0.89
ORD00008239,PROD00008239,Clothing,176.97,City83,Not as described,0.89
ORD00000615,PROD00000615,Clothing,74.1,City74,Not as described,0.88
ORD00009190,PROD00009190,Electronics,311.42,City81,Defective,0.88
ORD00000162,PROD00000162,Toys,231.11,City6,Changed mind,0.88
ORD00000170,PROD00000170,Clothing,118.2,City93,Changed mind,0.88
ORD00003758,PROD00003758,Toys,174.1,City87,Wrong item,0.88
ORD00003772,PROD00003772,Home,428.71,City98,Not as described,0.88
ORD00009185,PROD00009185,Electronics,316.6,City37,Changed mind,0.88
ORD00005337,PROD00005337,Electronics,123.97,City100,Not as described,0.88
ORD00005333,PROD00005333,Toys,306.95,City78,Wrong item,0.88
ORD00003985,PROD00003985,Electronics,26.9,City43,Wrong item,0.88
ORD00009940,PROD00009940,Books,383.94,City8,Defective,0.88
ORD00005058,PROD00005058,Electronics,19.17,City19,Wrong item,0.88
ORD00000480,PROD00000480,Clothing,422.59,City5,Defective,0.88
ORD00000510,PROD00000510,Home,346.91,City47,Changed mind,0.88
ORD00001622,PROD00001622,Clothing,23.47,City35,Defective,0.88
ORD00000118,PROD00000118,Books,91.84,City7,Not as described,0.88
ORD00007438,PROD00007438,Clothing,37.43,City3,Wrong item,0.88
ORD00000132,PROD00000132,Electronics,174.94,City48,Defective,0.88
ORD00008952,PROD00008952,Toys,313.77,City57,Changed mind,0.88
ORD00000384,PROD00000384,Books,239.47,City44,Defective,0.88
ORD00004875,PROD00004875,Clothing,377.12,City24,Changed mind,0.88
ORD00005688,PROD00005688,Home,215.75,City77,Wrong item,0.88
ORD00001898,PROD00001898,Clothing,295.12,City34,Not as described,0.88
ORD00008081,PROD00008081,Books,239.82,City88,Changed mind,0.88
ORD00008091,PROD00008091,Toys,45.43,City28,Defective,0.88
ORD00004949,PROD00004949,Electronics,271.79,City68,Wrong item,0.88
ORD00002848,PROD00002848,Clothing,234.67,City49,Changed mind,0.88
ORD00005636,PROD00005636,Clothing,84.36,City29,Defective,0.88
ORD00005656,PROD00005656,Toys,29.71,City64,Not as described,0.88
ORD00005610,PROD00005610,Clothing,270.14,City2,Wrong item,0.88
ORD00009006,PROD00009006,Clothing,331.84,City51,Not as described,0.88
ORD00001873,PROD00001873,Clothing,281.12,City72,Changed mind,0.88
ORD00006986,PROD00006986,Clothing,44.19,City79,Not as described,0.88
ORD00001289,PROD00001289,Books,205.75,City68,Wrong item,0.88
ORD00007057,PROD00007057,Electronics,412.73,City50,Changed mind,0.88
ORD00001841,PROD00001841,Home,64.23,City44,Changed mind,0.88
ORD00008029,PROD00008029,Toys,223.5,City67,Defective,0.88
ORD00005670,PROD00005670,Electronics,12.37,City19,Defective,0.88
ORD00000430,PROD00000430,Electronics,186.31,City77,Wrong item,0.88
ORD00000431,PROD00000431,Toys,257.92,City42,Not as described,0.88
ORD00002978,PROD00002978,Toys,205.64,City19,Defective,0.88
ORD00004982,PROD00004982,Toys,24.99,City31,Changed mind,0.88
ORD00005527,PROD00005527,Clothing,403.85,City85,Changed mind,0.88
ORD00002976,PROD00002976,Electronics,312.45,City17,Wrong item,0.88
ORD00002980,PROD00002980,Electronics,345.0,City74,Defective,0.88
ORD00002923,PROD00002923,Home,481.37,City11,Defective,0.88
ORD00009040,PROD00009040,Electronics,86.01,City59,Not as described,0.88
ORD00002985,PROD00002985,Books,491.24,City19,Changed mind,0.88
ORD00007207,PROD00007207,Toys,493.18,City37,Wrong item,0.88
ORD00001291,PROD00001291,Electronics,322.17,City2,Defective,0.88
ORD00003811,PROD00003811,Toys,54.48,City87,Not as described,0.88
ORD00007924,PROD00007924,Electronics,327.19,City15,Wrong item,0.88
ORD00001348,PROD00001348,Home,409.96,City29,Not as described,0.88
ORD00007208,PROD00007208,Home,312.66,City10,Changed mind,0.88
ORD00007213,PROD00007213,Electronics,81.17,City24,Not as described,0.88
ORD00007905,PROD00007905,Clothing,357.05,City40,Defective,0.88
ORD00000434,PROD00000434,Electronics,67.0,City71,Wrong item,0.88
ORD00003214,PROD00003214,Clothing,241.72,City75,Wrong item,0.88
ORD00009365,PROD00009365,Home,440.78,City20,Changed mind,0.88
ORD00003240,PROD00003240,Electronics,88.68,City85,Defective,0.88
ORD00003219,PROD00003219,Books,242.48,City15,Changed mind,0.88
ORD00009217,PROD00009217,Books,263.14,City66,Not as described,0.88
ORD00005153,PROD00005153,Electronics,305.85,City97,Changed mind,0.88
ORD00005176,PROD00005176,Books,33.33,City52,Not as described,0.88
ORD00009246,PROD00009246,Home,392.33,City50,Wrong item,0.88
ORD00003120,PROD00003120,Clothing,56.83,City93,Wrong item,0.88
ORD00007241,PROD00007241,Home,68.22,City29,Not as described,0.88
ORD00007314,PROD00007314,Electronics,448.34,City61,Changed mind,0.88
ORD00001685,PROD00001685,Toys,22.17,City91,Changed mind,0.88
ORD00007330,PROD00007330,Books,261.06,City2,Defective,0.88
ORD00003160,PROD00003160,Electronics,185.62,City87,Defective,0.88
ORD00003027,PROD00003027,Books,386.45,City31,Defective,0.88
ORD00005391,PROD00005391,Clothing,413.43,City46,Defective,0.88
ORD00005977,PROD00005977,Electronics,57.52,City20,Not as described,0.88
ORD00003645,PROD00003645,Toys,399.98,City16,Defective,0.88
ORD00004484,PROD00004484,Toys,402.38,City83,Defective,0.88
ORD00008141,PROD00008141,Toys,419.43,City26,Defective,0.88
ORD00000821,PROD00000821,Books,486.34,City66,Not as described,0.88
ORD00005897,PROD00005897,Home,321.22,City5,Defective,0.88
ORD00005757,PROD00005757,Books,351.74,City96,Changed mind,0.88
ORD00005841,PROD00005841,Books,385.59,City37,Changed mind,0.88
ORD00005848,PROD00005848,Clothing,178.14,City42,Wrong item,0.88
ORD00002484,PROD00002484,Home,61.66,City9,Defective,0.88
ORD00003404,PROD00003404,Clothing,18.4,City26,Defective,0.88
ORD00004799,PROD00004799,Clothing,60.24,City11,Defective,0.88
ORD00004810,PROD00004810,Toys,378.84,City72,Changed mind,0.88
ORD00004829,PROD00004829,Books,409.37,City48,Not as described,0.88
ORD00009458,PROD00009458,Books,485.83,City15,Changed mind,0.88
ORD00004831,PROD00004831,Electronics,289.96,City64,Defective,0.88
ORD00004843,PROD00004843,Books,311.3,City43,Defective,0.88
ORD00008202,PROD00008202,Toys,105.57,City42,Not as described,0.88
ORD00002524,PROD00002524,Clothing,254.09,City44,Changed mind,0.88
ORD00003672,PROD00003672,Books,86.35,City2,Wrong item,0.88
ORD00006054,PROD00006054,Electronics,91.07,City17,Not as described,0.88
ORD00002606,PROD00002606,Books,366.73,City30,Not as described,0.88
ORD00006003,PROD00006003,Home,308.23,City43,Defective,0.88
ORD00008215,PROD00008215,Books,93.38,City3,Wrong item,0.88
ORD00008207,PROD00008207,Clothing,21.23,City51,Not as described,0.88
ORD00000229,PROD00000229,Home,427.99,City35,Defective,0.88
ORD00006142,PROD00006142,Clothing,276.14,City64,Wrong item,0.88
ORD00001974,PROD00001974,Clothing,261.37,City85,Wrong item,0.88
ORD00009668,PROD00009668,Toys,355.97,City31,Defective,0.88
ORD00001940,PROD00001940,Books,393.45,City93,Defective,0.88
ORD00001253,PROD00001253,Clothing,356.39,City26,Defective,0.88
ORD00005861,PROD00005861,Electronics,496.19,City63,Wrong item,0.88
ORD00002727,PROD00002727,Toys,43.6,City4,Wrong item,0.88
ORD00002673,PROD00002673,Clothing,156.48,City71,Wrong item,0.88
ORD00000862,PROD00000862,Electronics,304.88,City60,Defective,0.88
ORD00006688,PROD00006688,Toys,231.36,City72,Not as described,0.88
ORD00002474,PROD00002474,Home,353.32,City83,Defective,0.88
ORD00006626,PROD00006626,Home,154.28,City10,Changed mind,0.88
ORD00006225,PROD00006225,Electronics,6.37,City79,Defective,0.88
ORD00000905,PROD00000905,Toys,27.41,City81,Defective,0.88
ORD00008632,PROD00008632,Electronics,179.47,City48,Changed mind,0.88
ORD00003594,PROD00003594,Toys,347.09,City19,Wrong item,0.88
ORD00000266,PROD00000266,Toys,333.67,City19,Wrong item,0.88
ORD00006353,PROD00006353,Electronics,30.54,City81,Defective,0.88
ORD00009603,PROD00009603,Clothing,457.37,City15,Not as described,0.88
ORD00000985,PROD00000985,Home,40.04,City92,Changed mind,0.88
ORD00000320,PROD00000320,Books,237.12,City97,Changed mind,0.88
ORD00002355,PROD00002355,Electronics,344.06,City92,Wrong item,0.88
ORD00002346,PROD00002346,Clothing,112.56,City72,Not as described,0.88
ORD00004585,PROD00004585,Books,430.1,City75,Defective,0.88
ORD00006618,PROD00006618,Home,377.41,City39,Not as described,0.88
ORD00009540,PROD00009540,Home,282.1,City68,Wrong item,0.88
ORD00006251,PROD00006251,Clothing,73.53,City91,Wrong item,0.88
ORD00006279,PROD00006279,Clothing,407.28,City33,Not as described,0.88
ORD00001066,PROD00001066,Toys,243.95,City13,Not as described,0.88
ORD00008418,PROD00008418,Clothing,269.4,City15,Wrong item,0.88
ORD00002222,PROD00002222,Clothing,182.51,City59,Defective,0.88
ORD00007522,PROD00007522,Toys,202.5,City35,Not as described,0.88
ORD00001569,PROD00001569,Clothing,39.23,City29,Not as described,0.88
ORD00003460,PROD00003460,Clothing,151.48,City31,Changed mind,0.88
ORD00003898,PROD00003898,Electronics,72.56,City38,Changed mind,0.88
ORD00006444,PROD00006444,Home,341.67,City68,Defective,0.88
ORD00006463,PROD00006463,Toys,14.57,City55,Defective,0.88
ORD00001018,PROD00001018,Clothing,397.66,City44,Defective,0.88
ORD00008448,PROD00008448,Toys,15.08,City91,Defective,0.88
ORD00003970,PROD00003970,Home,237.1,City8,Changed mind,0.88
ORD00001647,PROD00001647,Home,166.41,City20,Wrong item,0.88
ORD00007448,PROD00007448,Electronics,314.89,City64,Defective,0.88
ORD00001509,PROD00001509,Clothing,89.63,City44,Not as described,0.88
ORD00001542,PROD00001542,Home,157.27,City11,Not as described,0.88
